country,time,population
prk,1992,20838082
nor,1992,4285504
omn,1992,1979914
pak,1992,113616165
plw,1992,15894
pan,1992,2575330
png,1992,4369407
pry,1992,4432738
per,1992,22737056
phl,1992,65078901
pol,1992,38396826
prt,1992,9943197
pri,1992,3586848
qat,1992,489668
rou,1992,23373155
rus,1992,148322473
rwa,1992,6712924
wsm,1992,165568
smr,1992,24769
stp,1992,118346
sau,1992,17398523
sen,1992,7990736
srb,1992,9702958
syc,1992,72706
sle,1992,3929182
sgp,1992,3193042
svk,1992,5317480
svn,1992,2005535
slb,1992,329984
som,1992,6294017
zaf,1992,38646788
kor,1992,43708170
ssd,1992,5593347
esp,1992,39397403
lka,1992,17741793
kna,1992,41349
lca,1992,141934
vct,1992,108001
sdn,1992,21820588
sur,1992,423572
swz,1992,907947
swe,1992,8677787
che,1992,6814186
syr,1992,13186187
twn,1992,20687000
tjk,1992,5523207
tza,1992,27203865
tha,1992,57761574
tls,1992,792846
tgo,1992,3984356
ton,1992,95421
tto,1992,1237486
tun,1992,8603226
tur,1992,55811134
tkm,1992,3881973
tca,1992,13005
tuv,1992,9103
uga,1992,18571527
ukr,1992,51314080
are,1992,2019014
gbr,1992,57419469
usa,1992,257908206
ury,1992,3154853
uzb,1992,21416399
vut,1992,155242
ven,1992,20799471
vnm,1992,71129537
pse,1992,2287375
yem,1992,13245003
zmb,1992,8576987
zwe,1992,11019717
asm,1992,49648
chanisl,1992,142258
guf,1992,125083
pyf,1992,205269
glp,1992,398014
gum,1992,136696
mtq,1992,362762
myt,1992,105826
ant,1992,191888
ncl,1992,176310
mnp,1992,49456
reu,1992,634799
vir,1992,104342
esh,1992,230948
akr_a_dhe,1992,14327
aia,1992,8985
vgb,1992,17371
cxr,1992,1995
cck,1992,570
cok,1992,17909
nld_curacao,1992,146016
cheslo,1992,15618590
deu_east,1992,15937526
eri_a_eth,1992,55756999
fro,1992,46050
flk,1992,2144
gib,1992,27032
gbg,1992,61675
hos,1992,773
gbm,1992,71305
jey,1992,84768
lie,1992,29760
msr,1992,10842
niu,1992,2260
nfk,1992,1883
yem_north,1992,10315045
pcn,1992,63
scg,1992,10448018
scg_ex_kos,1992,7604063
yem_south,1992,2871186
stbar,1992,5394
shn,1992,5430
stmar,1992,25424
spm,1992,6304
sjm,1992,3309
tkl,1992,1558
ussr,1992,291118372
korea_union,1992,64516825
wlf,1992,13957
deu_west,1992,63999534
yug,1992,23086612
ala,1992,24834
afg,1993,14824371
alb,1993,3189623
dza,1993,27785977
and,1993,60670
ago,1993,12246786
atg,1993,64868
arg,1993,34110912
arm,1993,3369673
abw,1993,72498
aus,1993,17738428
aut,1993,7874675
aze,1993,7567156
bhs,1993,271165
bhr,1993,535692
bgd,1993,113442354
brb,1993,263091
blr,1993,10216281
bel,1993,10091889
blz,1993,197615
ben,1993,5582420
bmu,1993,60799
btn,1993,518847
bol,1993,7273824
bih,1993,4141167
bwa,1993,1500356
bra,1993,157812220
brn,1993,279717
bgr,1993,8552429
bfa,1993,9552473
bdi,1993,6019901
khm,1993,10007092
cmr,1993,13169100
can,1993,28680921
cpv,1993,368423
cym,1993,30074
caf,1993,3170848
tcd,1993,6556628
chl,1993,13778676
chn,1993,1202982955
col,1993,36195170
com,1993,453188
cod,1993,39314955
cog,1993,2581306
cri,1993,3341005
civ,1993,13499696
hrv,1993,4697536
cub,1993,10797556
cyp,1993,818814
cze,1993,10338381
dnk,1993,5190631
dji,1993,639215
dma,1993,71181
dom,1993,7611463
ecu,1993,10951200
egy,1993,60108373
slv,1993,5461834
gnq,1993,418409
eri,1993,3150811
est,1993,1488120
eth,1993,53477944
fji,1993,755024
fin,1993,5061465
fra,1993,57749881
gab,1993,1031358
gmb,1993,1008296
geo,1993,5252850
deu,1993,80675999
gha,1993,15907244
grc,1993,10433351
grl,1993,55688
grd,1993,98302
gtm,1993,9860063
gin,1993,7155564
gnb,1993,1129706
guy,1993,719910
hti,1993,7530703
hnd,1993,5318042
hkg,1993,5974379
hun,1993,10363797
isl,1993,262383
ind,1993,924475633
idn,1993,190873248
irn,1993,58811858
irq,1993,19021967
irl,1993,3599451
isr,1993,4985652
ita,1993,57097411
jam,1993,2444388
jpn,1993,123658854
jor,1993,3957221
kaz,1993,16297681
ken,1993,25824736
kir,1993,75722
kos,1993,2365038
kwt,1993,1791511
kgz,1993,4507565
lao,1993,4621685
lva,1993,2568603
lbn,1993,2900862
lso,1993,1693459
lbr,1993,2006349
lby,1993,4691934
ltu,1993,3673906
lux,1993,396807
mac,1993,385041
mkd,1993,1964924
mdg,1993,12643864
mwi,1993,9697635
mys,1993,19700762
mdv,1993,242252
mli,1993,9131449
mlt,1993,365838
mhl,1993,50040
mrt,1993,2202201
mus,1993,1098598
mex,1993,90887097
fsm,1993,103937
mda,1993,4369649
mco,1993,32154
mng,1993,2263204
mne,1993,618851
mar,1993,26314339
moz,1993,14775877
mmr,1993,43642311
nam,1993,1559480
nru,1993,9719
npl,1993,20312687
nld,1993,15239262
nzl,1993,3564227
nic,1993,4426577
ner,1993,8732500
nga,1993,103145093
prk,1993,21166230
nor,1993,4309606
omn,1993,2066264
pak,1993,116579605
plw,1993,16345
pan,1993,2628511
png,1993,4480689
pry,1993,4541902
per,1993,23184222
phl,1993,66654954
pol,1993,38485892
prt,1993,9986828
pri,1993,3622652
qat,1993,492120
rou,1993,23255683
rus,1993,148435811
rwa,1993,6300358
wsm,1993,167206
smr,1993,25098
stp,1993,120849
sau,1993,17890529
sen,1993,8234147
srb,1993,9797838
syc,1993,74111
sle,1993,3893891
sgp,1993,3291280
svk,1993,5335292
svn,1993,2000783
slb,1993,339490
som,1993,6269244
zaf,1993,39619539
kor,1993,44031222
ssd,1993,5484372
esp,1993,39518427
lka,1993,17929772
kna,1993,41899
lca,1993,143592
vct,1993,108097
sdn,1993,22829227
sur,1993,430901
swz,1993,926224
swe,1993,8737500
che,1993,6890300
syr,1993,13559642
twn,1993,20886000
tjk,1993,5616797
tza,1993,28122799
tha,1993,58237672
tls,1993,820471
tgo,1993,4081398
ton,1993,95532
tto,1993,1244410
tun,1993,8784888
tur,1993,56707454
tkm,1993,3991917
tca,1993,13848
tuv,1993,9148
uga,1993,19177660
ukr,1993,51216988
are,1993,2127863
gbr,1993,57575969
usa,1993,260527420
ury,1993,3178156
uzb,1993,21852080
vut,1993,159814
ven,1993,21263994
vnm,1993,72558986
pse,1993,2391070
yem,1993,13948118
zmb,1993,8794061
zwe,1993,11256512
asm,1993,50801
chanisl,1993,142822
guf,1993,129156
pyf,1993,208349
glp,1993,401221
gum,1993,139820
mtq,1993,364382
myt,1993,111641
ant,1993,191899
ncl,1993,180554
mnp,1993,52161
reu,1993,647588
vir,1993,105293
esh,1993,238261
akr_a_dhe,1993,14429
aia,1993,9277
vgb,1993,17724
cxr,1993,2052
cck,1993,578
cok,1993,18105
nld_curacao,1993,145762
cheslo,1993,15650011
deu_east,1993,15965099
eri_a_eth,1993,57190199
fro,1993,44953
flk,1993,2239
gib,1993,27145
gbg,1993,62037
hos,1993,774
gbm,1993,71484
jey,1993,85245
lie,1993,30154
msr,1993,10883
niu,1993,2233
nfk,1993,1855
yem_north,1993,10674299
pcn,1993,63
scg,1993,10562866
scg_ex_kos,1993,7614328
yem_south,1993,2971184
stbar,1993,5582
shn,1993,5370
stmar,1993,25655
spm,1993,6305
sjm,1993,3017
tkl,1993,1538
ussr,1993,291429616
korea_union,1993,65359988
wlf,1993,14013
deu_west,1993,64110259
yug,1993,22921437
ala,1993,24950
afg,1994,15869967
alb,1994,3140634
dza,1994,28362015
and,1994,63111
ago,1994,12648483
atg,1994,66550
arg,1994,34558114
arm,1994,3289943
abw,1994,76700
aus,1994,17932214
aut,1994,7929911
aze,1994,7675128
bhs,1994,275903
bhr,1994,549151
bgd,1994,115913710
brb,1994,264015
blr,1994,10190064
bel,1994,10130251
blz,1994,201678
ben,1994,5786794
bmu,1994,61104
btn,1994,511382
bol,1994,7418864
bih,1994,3992256
bwa,1994,1539135
bra,1994,160260508
brn,1994,287423
bgr,1994,8451626
bfa,1994,9816586
bdi,1994,6134041
khm,1994,10355253
cmr,1994,13546823
can,1994,28995822
cpv,1994,378763
cym,1994,31437
caf,1994,3253698
tcd,1994,6773104
chl,1994,13987999
chn,1994,1216067023
col,1994,36823539
com,1994,466309
cod,1994,40804011
cog,1994,2649964
cri,1994,3425692
civ,1994,13953779
hrv,1994,4657799
cub,1994,10853435
cyp,1994,837166
cze,1994,10339439
dnk,1994,5211321
dji,1994,649878
dma,1994,71350
dom,1994,7753052
ecu,1994,11196476
egy,1994,61272847
slv,1994,5528012
gnq,1994,433197
eri,1994,3147871
est,1994,1457145
eth,1994,55366517
fji,1994,765666
fin,1994,5086499
fra,1994,57991973
gab,1994,1058625
gmb,1994,1036627
geo,1994,5156079
deu,1994,81206786
gha,1994,16339344
grc,1994,10542970
grl,1994,55631
grd,1994,99403
gtm,1994,10106463
gin,1994,7536389
gnb,1994,1155111
guy,1994,723230
hti,1994,7674911
hnd,1994,5455481
hkg,1994,6048585
hun,1994,10361134
isl,1994,264893
ind,1994,942604211
idn,1994,193939912
irn,1994,59501292
irq,1994,19606895
irl,1994,3620616
isr,1994,5163901
ita,1994,57119163
jam,1994,2466903
jpn,1994,124101546
jor,1994,4154813
kaz,1994,16123445
ken,1994,26608089
kir,1994,76674
kos,1994,2484175
kwt,1994,1691891
kgz,1994,4543602
lao,1994,4742685
lva,1994,2525444
lbn,1994,2974647
lso,1994,1725118
lbr,1994,2019148
lby,1994,4785488
ltu,1994,3652120
lux,1994,402431
mac,1994,391783
mkd,1994,1956165
mdg,1994,13039754
mwi,1994,9725612
mys,1994,20205992
mdv,1994,248263
mli,1994,9383608
mlt,1994,369142
mhl,1994,50565
mrt,1994,2266745
mus,1994,1114140
mex,1994,92663664
fsm,1994,106057
mda,1994,4357283
mco,1994,32574
mng,1994,2280495
mne,1994,620088
mar,1994,26747660
moz,1994,15363065
mmr,1994,44164109
nam,1994,1605828
nru,1994,9863
npl,1994,20859421
nld,1994,15347792
nzl,1994,3623181
nic,1994,4520727
ner,1994,9039088
nga,1994,105753088
prk,1994,21478544
nor,1994,4334434
omn,1994,2139539
pak,1994,119564925
plw,1994,16804
pan,1994,2682720
png,1994,4596131
pry,1994,4651222
per,1994,23619358
phl,1994,68240134
pol,1994,38553355
prt,1994,10033600
pri,1994,3657368
qat,1994,495179
rou,1994,23115921
rus,1994,148416292
rwa,1994,5995987
wsm,1994,168786
smr,1994,25406
stp,1994,123318
sau,1994,18373412
sen,1994,8475136
srb,1994,9863781
syc,1994,75493
sle,1994,3858559
sgp,1994,3389119
svk,1994,5350643
svn,1994,1995615
slb,1994,349250
som,1994,6278911
zaf,1994,40558495
kor,1994,44342530
ssd,1994,5425099
esp,1994,39641740
lka,1994,18099591
kna,1994,42511
lca,1994,145262
vct,1994,108129
sdn,1994,23805536
sur,1994,438280
swz,1994,944223
swe,1994,8788696
che,1994,6959860
syr,1994,13941025
twn,1994,21093000
tjk,1994,5702611
tza,1994,29030288
tha,1994,58722767
tls,1994,842752
tgo,1994,4180689
ton,1994,95678
tto,1994,1250316
tun,1994,8956590
tur,1994,57608769
tkm,1994,4095512
tca,1994,14644
tuv,1994,9188
uga,1994,19791266
ukr,1994,51052752
are,1994,2238281
gbr,1994,57736667
usa,1994,263301323
ury,1994,3201604
uzb,1994,22276140
vut,1994,164209
ven,1994,21726808
vnm,1994,73923849
pse,1994,2501613
yem,1994,14633091
zmb,1994,9018229
zwe,1994,11476807
asm,1994,51885
chanisl,1994,143388
guf,1994,133187
pyf,1994,211584
glp,1994,404480
gum,1994,142806
mtq,1994,366259
myt,1994,117464
ant,1994,191325
ncl,1994,184883
mnp,1994,54852
reu,1994,660561
vir,1994,106241
esh,1994,245691
akr_a_dhe,1994,14531
aia,1994,9549
vgb,1994,18070
cxr,1994,2110
cck,1994,586
cok,1994,18252
nld_curacao,1994,145128
cheslo,1994,15675429
deu_east,1994,15992720
eri_a_eth,1994,58770464
fro,1994,44022
flk,1994,2338
gib,1994,27233
gbg,1994,62367
hos,1994,776
gbm,1994,71724
jey,1994,85719
lie,1994,30549
msr,1994,10707
niu,1994,2204
nfk,1994,1827
yem_north,1994,11046065
pcn,1994,62
scg,1994,10684474
scg_ex_kos,1994,7622711
yem_south,1994,3074665
stbar,1994,5776
shn,1994,5312
stmar,1994,25888
spm,1994,6303
sjm,1994,2977
tkl,1994,1524
ussr,1994,291345857
korea_union,1994,66120790
wlf,1994,14077
deu_west,1994,64221175
yug,1994,22916714
ala,1994,25066
afg,1995,16772522
alb,1995,3106727
dza,1995,28904300
and,1995,64699
ago,1995,13042666
atg,1995,68349
arg,1995,34994818
arm,1995,3223173
abw,1995,80326
aus,1995,18124770
aut,1995,7972833
aze,1995,7770806
bhs,1995,280151
bhr,1995,563730
bgd,1995,118427768
brb,1995,264962
blr,1995,10159731
bel,1995,10161914
blz,1995,206962
ben,1995,5985658
bmu,1995,61405
btn,1995,508897
bol,1995,7566716
bih,1995,3879278
bwa,1995,1576291
bra,1995,162755054
brn,1995,295010
bgr,1995,8358116
bfa,1995,10089876
bdi,1995,6239030
khm,1995,10694459
cmr,1995,13929575
can,1995,29299478
cpv,1995,389156
cym,1995,32792
caf,1995,3335840
tcd,1995,7001634
chl,1995,14193986
chn,1995,1227841281
col,1995,37441980
com,1995,479574
cod,1995,42183620
cog,1995,2721277
cri,1995,3510925
civ,1995,14404340
hrv,1995,4616762
cub,1995,10906048
cyp,1995,855389
cze,1995,10335556
dnk,1995,5232582
dji,1995,661076
dma,1995,71364
dom,1995,7892420
ecu,1995,11440576
egy,1995,62434527
slv,1995,5588743
gnq,1995,448332
eri,1995,3164095
est,1995,1433076
eth,1995,57237226
fji,1995,775498
fin,1995,5108176
fra,1995,58224051
gab,1995,1086449
gmb,1995,1065746
geo,1995,5067143
deu,1995,81612900
gha,1995,16760991
grc,1995,10641169
grl,1995,55617
grd,1995,100253
gtm,1995,10357354
gin,1995,7863033
gnb,1995,1180877
guy,1995,726695
hti,1995,7819806
hnd,1995,5591136
hkg,1995,6144498
hun,1995,10351994
isl,1995,267454
ind,1995,960874982
idn,1995,196957845
irn,1995,60318632
irq,1995,20217759
irl,1995,3645333
isr,1995,5331622
ita,1995,57120136
jam,1995,2489540
jpn,1995,124483305
jor,1995,4320158
kaz,1995,15925913
ken,1995,27373035
kir,1995,77727
kos,1995,2567417
kwt,1995,1637031
kgz,1995,4592135
lao,1995,4857774
lva,1995,2487988
lbn,1995,3033406
lso,1995,1753824
lbr,1995,2079921
lby,1995,4878202
ltu,1995,3628079
lux,1995,408148
mac,1995,398459
mkd,1995,1953544
mdg,1995,13452526
mwi,1995,9822812
mys,1995,20725374
mdv,1995,254070
mli,1995,9640643
mlt,1995,372391
mhl,1995,51008
mrt,1995,2333966
mus,1995,1128676
mex,1995,94426946
fsm,1995,107556
mda,1995,4339082
mco,1995,33014
mng,1995,2298038
mne,1995,620415
mar,1995,27161889
moz,1995,15913101
mmr,1995,44710931
nam,1995,1654214
nru,1995,9970
npl,1995,21390905
nld,1995,15450803
nzl,1995,3674886
nic,1995,4612229
ner,1995,9361912
nga,1995,108424822
prk,1995,21763670
nor,1995,4359788
omn,1995,2191864
pak,1995,122599749
plw,1995,17254
pan,1995,2738125
png,1995,4715929
pry,1995,4760853
per,1995,24038761
phl,1995,69835713
pol,1995,38591860
prt,1995,10078431
pri,1995,3689649
qat,1995,501019
rou,1995,22965125
rus,1995,148293265
rwa,1995,5912755
wsm,1995,170158
smr,1995,25678
stp,1995,125694
sau,1995,18853670
sen,1995,8710746
srb,1995,9884146
syc,1995,76703
sle,1995,3837807
sgp,1995,3482635
svk,1995,5362950
svn,1995,1991487
slb,1995,359236
som,1995,6346440
zaf,1995,41426810
kor,1995,44652994
ssd,1995,5452771
esp,1995,39764267
lka,1995,18248435
kna,1995,43121
lca,1995,147040
vct,1995,108122
sdn,1995,24691970
sur,1995,445830
swz,1995,963428
swe,1995,8826720
che,1995,7017042
syr,1995,14331962
twn,1995,21290000
tjk,1995,5784330
tza,1995,29903329
tha,1995,59266089
tls,1995,856439
tgo,1995,4284286
ton,1995,95889
tto,1995,1255001
tun,1995,9113972
tur,1995,58522320
tkm,1995,4188010
tca,1995,15333
tuv,1995,9227
uga,1995,20412967
ukr,1995,50811673
are,1995,2350192
gbr,1995,57903790
usa,1995,266275528
ury,1995,3224807
uzb,1995,22687456
vut,1995,168236
ven,1995,22188671
vnm,1995,75198975
pse,1995,2618272
yem,1995,15266147
zmb,1995,9253527
zwe,1995,11683136
asm,1995,52919
chanisl,1995,144050
guf,1995,137400
pyf,1995,215200
glp,1995,408152
gum,1995,145562
mtq,1995,368736
myt,1995,123182
ant,1995,190124
ncl,1995,189198
mnp,1995,57517
reu,1995,673542
vir,1995,107018
esh,1995,253302
akr_a_dhe,1995,14633
aia,1995,9805
vgb,1995,18440
cxr,1995,2171
cck,1995,594
cok,1995,18307
nld_curacao,1995,143886
cheslo,1995,15685424
deu_east,1995,16020389
eri_a_eth,1995,60487061
fro,1995,43483
flk,1995,2439
gib,1995,27283
gbg,1995,62668
hos,1995,781
gbm,1995,72183
jey,1995,86297
lie,1995,30941
msr,1995,10210
niu,1995,2168
nfk,1995,1799
yem_north,1995,11430780
pcn,1995,61
scg,1995,10862873
scg_ex_kos,1995,7628264
yem_south,1995,3181750
stbar,1995,5977
shn,1995,5261
stmar,1995,26123
spm,1995,6301
sjm,1995,2906
tkl,1995,1520
ussr,1995,291150214
korea_union,1995,66826002
wlf,1995,14146
deu_west,1995,64332284
yug,1995,23025391
ala,1995,25183
afg,1996,17481800
alb,1996,3092034
dza,1996,29411839
and,1996,65227
ago,1996,13424813
atg,1996,70245
arg,1996,35419683
arm,1996,3173425
abw,1996,83195
aus,1996,18318340
aut,1996,8000453
aze,1996,7852287
bhs,1996,283792
bhr,1996,579855
bgd,1996,120987124
brb,1996,265940
blr,1996,10126941
bel,1996,10185077
blz,1996,213674
ben,1996,6176318
bmu,1996,61701
btn,1996,512377
bol,1996,7717445
bih,1996,3810649
bwa,1996,1611827
bra,1996,165303155
brn,1996,302449
bgr,1996,8274662
bfa,1996,10372809
bdi,1996,6333415
khm,1996,11022162
cmr,1996,14317191
can,1996,29590952
cpv,1996,399508
cym,1996,34096
caf,1996,3417163
tcd,1996,7242018
chl,1996,14396020
chn,1996,1238234851
col,1996,38049040
com,1996,492979
cod,1996,43424997
cog,1996,2795903
cri,1996,3596733
civ,1996,14852193
hrv,1996,4574853
cub,1996,10955372
cyp,1996,873246
cze,1996,10326682
dnk,1996,5254383
dji,1996,673202
dma,1996,71184
dom,1996,8029114
ecu,1996,11683480
egy,1996,63595629
slv,1996,5643363
gnq,1996,463844
eri,1996,3202598
est,1996,1417786
eth,1996,59076414
fji,1996,784479
fin,1996,5126021
fra,1996,58443318
gab,1996,1114879
gmb,1996,1095839
geo,1996,4989723
deu,1996,81870772
gha,1996,17169214
grc,1996,10725634
grl,1996,55657
grd,1996,100796
gtm,1996,10612300
gin,1996,8124799
gnb,1996,1207006
guy,1996,730193
hti,1996,7965548
hnd,1996,5724587
hkg,1996,6267295
hun,1996,10334876
isl,1996,270089
ind,1996,979290432
idn,1996,199926615
irn,1996,61306632
irq,1996,20855408
irl,1996,3673553
isr,1996,5486219
ita,1996,57091906
jam,1996,2512340
jpn,1996,124794817
jor,1996,4448113
kaz,1996,15704673
ken,1996,28116027
kir,1996,78907
kos,1996,2617993
kwt,1996,1637906
kgz,1996,4656894
lao,1996,4966303
lva,1996,2458305
lbn,1996,3070974
lso,1996,1779201
lbr,1996,2197801
lby,1996,4970391
ltu,1996,3602164
lux,1996,414000
mac,1996,405231
mkd,1996,1958303
mdg,1996,13882646
mwi,1996,10006767
mys,1996,21260881
mdv,1996,259668
mli,1996,9901045
mlt,1996,375610
mhl,1996,51389
mrt,1996,2403779
mus,1996,1141949
mex,1996,96181710
fsm,1996,108342
mda,1996,4314693
mco,1996,33485
mng,1996,2316571
mne,1996,619696
mar,1996,27556892
moz,1996,16410777
mmr,1996,45290888
nam,1996,1705349
nru,1996,10033
npl,1996,21902534
nld,1996,15546647
nzl,1996,3717239
nic,1996,4700777
ner,1996,9701730
nga,1996,111164651
prk,1996,22016510
nor,1996,4385951
omn,1996,2219768
pak,1996,125697651
plw,1996,17694
pan,1996,2794845
png,1996,4840311
pry,1996,4870695
per,1996,24441076
phl,1996,71437381
pol,1996,38599825
prt,1996,10119985
pri,1996,3719446
qat,1996,511864
rou,1996,22804526
rus,1996,148078355
rwa,1996,6097688
wsm,1996,171276
smr,1996,25897
stp,1996,127946
sau,1996,19331311
sen,1996,8939438
srb,1996,9851958
syc,1996,77678
sle,1996,3833053
sgp,1996,3570080
svk,1996,5372115
svn,1996,1989042
slb,1996,369438
som,1996,6480888
zaf,1996,42210216
kor,1996,44967346
ssd,1996,5584223
esp,1996,39878881
lka,1996,18373530
kna,1996,43714
lca,1996,148962
vct,1996,108078
sdn,1996,25466387
sur,1996,453653
swz,1996,984506
swe,1996,8849420
che,1996,7059633
syr,1996,14736209
twn,1996,21458000
tjk,1996,5862224
tza,1996,30733937
tha,1996,59878955
tls,1996,859496
tgo,1996,4392941
ton,1996,96174
tto,1996,1258365
tun,1996,9256036
tur,1996,59451488
tkm,1996,4267690
tca,1996,15859
tuv,1996,9264
uga,1996,21041468
ukr,1996,50489566
are,1996,2467726
gbr,1996,58079322
usa,1996,269483224
ury,1996,3248039
uzb,1996,23087174
vut,1996,171802
ven,1996,22649212
vnm,1996,76375677
pse,1996,2742127
yem,1996,15834747
zmb,1996,9502346
zwe,1996,11877664
asm,1996,53901
chanisl,1996,144832
guf,1996,141776
pyf,1996,219282
glp,1996,412324
gum,1996,148060
mtq,1996,371924
myt,1996,128756
ant,1996,188225
ncl,1996,193471
mnp,1996,60173
reu,1996,686461
vir,1996,107589
esh,1996,260803
akr_a_dhe,1996,14736
aia,1996,10036
vgb,1996,18844
cxr,1996,2233
cck,1996,602
cok,1996,18246
nld_curacao,1996,141981
cheslo,1996,15685007
deu_east,1996,16048106
eri_a_eth,1996,62209971
fro,1996,43416
flk,1996,2541
gib,1996,27279
gbg,1996,62951
hos,1996,791
gbm,1996,72908
jey,1996,86861
lie,1996,31328
msr,1996,9329
niu,1996,2123
nfk,1996,1772
yem_north,1996,11828893
pcn,1996,60
scg,1996,10995456
scg_ex_kos,1996,7622185
yem_south,1996,3292564
stbar,1996,6184
shn,1996,5220
stmar,1996,26359
spm,1996,6300
sjm,1996,2844
tkl,1996,1529
ussr,1996,290875611
korea_union,1996,67378988
wlf,1996,14224
deu_west,1996,64443584
yug,1996,23046512
ala,1996,25301
afg,1997,18034130
alb,1997,3092471
dza,1997,29887717
and,1997,64905
ago,1997,13801868
atg,1997,72232
arg,1997,35833965
arm,1997,3137652
abw,1997,85447
aus,1997,18512971
aut,1997,8015256
aze,1997,7921789
bhs,1997,286968
bhr,1997,597834
bgd,1997,123574107
brb,1997,266944
blr,1997,10091181
bel,1997,10201758
blz,1997,221608
ben,1997,6361301
bmu,1997,61990
btn,1997,520917
bol,1997,7870860
bih,1997,3779354
bwa,1997,1645846
bra,1997,167893835
brn,1997,309746
bgr,1997,8199923
bfa,1997,10665781
bdi,1997,6420397
khm,1997,11338733
cmr,1997,14709961
can,1997,29871092
cpv,1997,409805
cym,1997,35361
caf,1997,3497910
tcd,1997,7494143
chl,1997,14594070
chn,1997,1247259143
col,1997,38645409
com,1997,506525
cod,1997,44558347
cog,1997,2873638
cri,1997,3682725
civ,1997,15296390
hrv,1997,4532298
cub,1997,11000431
cyp,1997,890733
cze,1997,10313836
dnk,1997,5276683
dji,1997,685644
dma,1997,70846
dom,1997,8163474
ecu,1997,11924991
egy,1997,64754566
slv,1997,5692300
gnq,1997,479836
eri,1997,3260612
est,1997,1409718
eth,1997,60893264
fji,1997,792859
fin,1997,5140755
fra,1997,58652709
gab,1997,1143838
gmb,1997,1126786
geo,1997,4921287
deu,1997,81993831
gha,1997,17568583
grc,1997,10798190
grl,1997,55742
grd,1997,101125
gtm,1997,10871786
gin,1997,8331366
gnb,1997,1233520
guy,1997,733854
hti,1997,8111954
hnd,1997,5855946
hkg,1997,6411273
hun,1997,10311227
isl,1997,272798
ind,1997,997817250
idn,1997,202853850
irn,1997,62426086
irq,1997,21519356
irl,1997,3706032
isr,1997,5630066
ita,1997,57044614
jam,1997,2535443
jpn,1997,125048424
jor,1997,4545248
kaz,1997,15465649
ken,1997,28842245
kir,1997,80190
kos,1997,2647850
kwt,1997,1686256
kgz,1997,4734761
lao,1997,5068658
lva,1997,2434628
lbn,1997,3092684
lso,1997,1801695
lbr,1997,2365290
lby,1997,5062160
ltu,1997,3574014
lux,1997,419974
mac,1997,412031
mkd,1997,1969345
mdg,1997,14329239
mwi,1997,10260421
mys,1997,21808125
mdv,1997,265067
mli,1997,10168000
mlt,1997,378789
mhl,1997,51697
mrt,1997,2476188
mus,1997,1154137
mex,1997,97925825
fsm,1997,108506
mda,1997,4284931
mco,1997,33974
mng,1997,2335694
mne,1997,618192
mar,1997,27934014
moz,1997,16872896
mmr,1997,45895991
nam,1997,1758097
nru,1997,10058
npl,1997,22395247
nld,1997,15636131
nzl,1997,3752102
nic,1997,4786641
ner,1997,10058960
nga,1997,113975055
prk,1997,22240826
nor,1997,4412958
omn,1997,2227596
pak,1997,128845692
plw,1997,18122
pan,1997,2852739
png,1997,4969116
pry,1997,4980346
per,1997,24827409
phl,1997,73042605
pol,1997,38583109
prt,1997,10159662
pri,1997,3746634
qat,1997,528213
rou,1997,22633398
rus,1997,147772805
rwa,1997,6506118
wsm,1997,172191
smr,1997,26077
stp,1997,130110
sau,1997,19809633
sen,1997,9163184
srb,1997,9775008
syc,1997,78474
sle,1997,3843472
sgp,1997,3653151
svk,1997,5378490
svn,1997,1988077
slb,1997,379859
som,1997,6672781
zaf,1997,42921506
kor,1997,45283939
ssd,1997,5806951
esp,1997,39996221
lka,1997,18478024
kna,1997,44302
lca,1997,150994
vct,1997,108001
sdn,1997,26149124
sur,1997,461569
swz,1997,1006760
swe,1997,8859106
che,1997,7090176
syr,1997,15151962
twn,1997,21639000
tjk,1997,5936780
tza,1997,31533781
tha,1997,60544937
tls,1997,853867
tgo,1997,4506465
ton,1997,96526
tto,1997,1260677
tun,1997,9384151
tur,1997,60394104
tkm,1997,4335991
tca,1997,16275
tuv,1997,9298
uga,1997,21679497
ukr,1997,50096497
are,1997,2595220
gbr,1997,58263858
usa,1997,272882865
ury,1997,3271014
uzb,1997,23474760
vut,1997,175004
ven,1997,23108003
vnm,1997,77460429
pse,1997,2871637
yem,1997,16349809
zmb,1997,9763742
zwe,1997,12059858
asm,1997,54834
chanisl,1997,145709
guf,1997,146299
pyf,1997,223734
glp,1997,416867
gum,1997,150306
mtq,1997,375657
myt,1997,134210
ant,1997,185762
ncl,1997,197706
mnp,1997,62766
reu,1997,699299
vir,1997,108002
esh,1997,268445
ala,1997,25419
akr_a_dhe,1997,14841
aia,1997,10244
vgb,1997,19270
cxr,1997,2297
cck,1997,610
cok,1997,18095
nld_curacao,1997,139568
cheslo,1997,15683717
deu_east,1997,16075870
eri_a_eth,1997,63919620
fro,1997,43746
flk,1997,2642
gib,1997,27231
gbg,1997,63243
hos,1997,804
gbm,1997,73832
jey,1997,87411
lie,1997,31710
msr,1997,8137
niu,1997,2069
nfk,1997,1822
yem_north,1997,12240871
pcn,1997,60
scg,1997,11029245
scg_ex_kos,1997,7598538
yem_south,1997,3407238
stbar,1997,6399
shn,1997,5187
stmar,1997,26599
spm,1997,6297
sjm,1997,2827
tkl,1997,1548
ussr,1997,290527072
korea_union,1997,67758921
wlf,1997,14311
deu_west,1997,64555077
